unitid,cipcode,awlevel,crace15,crace16
"100654",10103,"5","4","0"
"100654",20201,"5","5","0"
"100654",20301,"5","4","2"
"100654",20301,"7","6","0"
"100654",20399,"7","1","0"
"100654",20499,"5","3","0"
"100654",20501,"5","3","0"
"100654",29999,"7","2","2"
"100654",30499,"5","2","0"
"100654",40301,"5","10","1"
"100654",40301,"7","10","1"
"100654",60101,"5","11","14"
"100654",60201,"5","35","22"
"100654",60301,"5","18","8"
"100654",60401,"5","15","27"
"100654",60401,"7","57","16"
"100654",60501,"5","14","2"
"100654",60501,"7","12","2"
"100654",61401,"5","22","13"
"100654",70601,"5","1","19"
"100654",100104,"5","8","12"
"100654",110101,"5","13","26"
"100654",110101,"7","20","15"
"100654",130101,"7","9","4"
"100654",130403,"7","2","2"
"100654",130499,"5","0","14"
"100654",130499,"7","0","2"
"100654",131005,"5","0","1"
"100654",131005,"7","0","2"
"100654",131006,"5","0","3"
"100654",131006,"7","0","1"
"100654",131012,"5","0","4"
"100654",131012,"7","1","11"
"100654",131099,"7","2","1"
"100654",131202,"5","1","4"
"100654",131202,"7","2","8"
"100654",131301,"5","8","0"
"100654",131301,"7","8","0"
"100654",131302,"5","1","0"
"100654",131303,"5","0","1"
"100654",131308,"5","0","1"
"100654",131309,"5","6","0"
"100654",131311,"5","2","0"
"100654",131311,"7","1","0"
"100654",131312,"5","1","0"
"100654",131314,"5","1","0"
"100654",131315,"7","0","4"
"100654",131320,"5","1","0"
"100654",131320,"7","1","0"
"100654",139999,"5","1","1"
"100654",140801,"5","10","0"
"100654",141001,"5","4","0"
"100654",150299,"5","4","0"
"100654",150399,"5","15","4"
"100654",150603,"5","1","0"
"100654",150603,"7","13","1"
"100654",150899,"5","9","1"
"100654",159999,"5","0","1"
"100654",190101,"5","0","1"
"100654",190101,"7","0","2"
"100654",190501,"5","1","3"
"100654",190902,"5","0","3"
"100654",190999,"5","0","7"
"100654",250401,"7","0","2"
"100654",260101,"7","6","4"
"100654",260701,"5","5","9"
"100654",270101,"5","2","1"
"100654",400501,"5","1","2"
"100654",400801,"5","1","0"
"100654",400899,"7","2","1"
"100654",420101,"5","2","4"
"100654",420201,"7","2","4"
"100654",420601,"7","1","0"
"100654",429999,"7","1","1"
"100654",440701,"5","3","9"
"100654",450801,"5","2","0"
"100654",451001,"5","10","2"
"100654",451101,"5","1","8"
"100654",479999,"5","6","0"
"100654",990000,"5","281","230"
"100654",990000,"7","166","88"
"101189",60201,"5","2","0"
"101189",60401,"3","46","42"
"101189",60401,"5","3","6"
"101189",70401,"2","0","3"
"101189",70799,"2","0","3"
"101189",70799,"3","0","1"
"101189",110201,"2","0","1"
"101189",110301,"2","0","10"
"101189",131202,"5","0","3"
"101189",131205,"5","1","4"
"101189",131314,"5","1","1"
"101189",170506,"2","0","1"
"101189",170815,"2","0","3"
"101189",170819,"2","0","2"
"101189",240101,"3","7","4"
"101189",240101,"5","0","6"
"101189",260101,"5","2","0"
"101189",270101,"5","1","1"
"101189",390201,"5","8","0"
"101189",420101,"5","0","5"
"101189",450101,"5","2","0"
"101189",480101,"2","2","0"
"101189",480299,"2","0","1"
"101189",990000,"2","2","24"
"101189",990000,"3","53","47"
"101189",990000,"5","20","26"
"101709",40501,"5","0","1"
"101709",60101,"5","3","2"
"101709",60201,"5","2","7"
"101709",60301,"5","3","6"
"101709",60401,"5","20","11"
"101709",60402,"5","10","10"
"101709",80102,"5","0","15"
"101709",90701,"5","12","17"
"101709",90701,"7","2","4"
"101709",130401,"7","3","0"
"101709",131101,"5","8","11"
"101709",131101,"7","2","4"
"101709",131202,"5","2","27"
"101709",131202,"7","2","9"
"101709",131204,"5","0","20"
"101709",131204,"7","0","8"
"101709",131205,"5","0","1"
"101709",131205,"7","1","7"
"101709",131302,"7","2","0"
"101709",131308,"5","0","9"
"101709",131308,"7","0","1"
"101709",131311,"7","0","4"
"101709",131312,"5","3","3"
"101709",131312,"7","1","2"
"101709",131314,"5","5","11"
"101709",131314,"7","7","3"
"101709",170821,"5","1","15"
"101709",170821,"7","2","18"
"101709",190101,"5","0","13"
"101709",230101,"5","4","11"
"101709",230101,"7","0","6"
"101709",260101,"5","1","5"
"101709",270101,"5","3","1"
"101709",400501,"5","2","2"
"101709",420101,"5","4","9"
"101709",440701,"5","0","11"
"101709",450101,"5","1","0"
"101709",450801,"5","1","1"
"101709",450901,"5","1","3"
"101709",451001,"5","2","1"
"101709",451101,"5","0","2"
"101709",500701,"5","14","29"
"101709",500903,"7","3","0"
"101709",990000,"5","102","254"
"101709",990000,"7","25","66"
"100724",60201,"5","12","16"
"100724",60301,"5","3","2"
"100724",60401,"3","1","2"
"100724",60401,"5","11","14"
"100724",61401,"5","8","12"
"100724",70401,"3","1","1"
"100724",70401,"5","4","41"
"100724",90401,"5","6","26"
"100724",110101,"5","11","26"
"100724",130401,"7","7","2"
"100724",130501,"7","0","4"
"100724",131001,"5","1","2"
"100724",131001,"7","1","12"
"100724",131201,"7","0","1"
"100724",131202,"5","1","5"
"100724",131202,"7","4","29"
"100724",131204,"3","0","7"
"100724",131204,"5","0","4"
"100724",131204,"7","0","6"
"100724",131303,"5","0","1"
"100724",131305,"5","0","1"
"100724",131305,"7","1","0"
"100724",131311,"7","1","0"
"100724",131312,"5","4","1"
"100724",131312,"7","2","3"
"100724",131314,"5","1","4"
"100724",131314,"7","4","1"
"100724",131315,"7","1","2"
"100724",131317,"5","1","1"
"100724",131317,"7","1","1"
"100724",170309,"5","1","2"
"100724",230101,"5","1","0"
"100724",260101,"5","7","13"
"100724",260101,"7","0","1"
"100724",270101,"5","9","1"
"100724",310301,"5","6","6"
"100724",400501,"5","3","1"
"100724",420101,"5","9","10"
"100724",430104,"5","16","20"
"100724",440201,"5","6","10"
"100724",440701,"5","2","13"
"100724",449999,"7","3","8"
"100724",451001,"5","5","2"
"100724",451101,"5","2","6"
"100724",500701,"5","2","0"
"100724",500903,"5","2","0"
"100724",990000,"3","2","10"
"100724",990000,"5","134","240"
"100724",990000,"7","25","70"
"100760",60101,"3","11","16"
"100760",60201,"3","0","1"
"100760",70606,"2","0","3"
"100760",70606,"3","0","4"
"100760",110101,"3","1","1"
"100760",150302,"3","1","0"
"100760",150501,"3","1","0"
"100760",170209,"3","0","3"
"100760",170210,"3","0","1"
"100760",170309,"3","0","1"
"100760",170506,"3","0","4"
"100760",181901,"3","0","4"
"100760",220102,"3","0","1"
"100760",240101,"3","22","36"
"100760",430102,"3","5","1"
"100760",430107,"3","2","0"
"100760",990000,"2","0","3"
"100760",990000,"3","43","73"
"100812",60101,"5","56","75"
"100812",60201,"5","10","30"
"100812",70401,"5","0","5"
"100812",131001,"5","0","3"
"100812",131202,"5","0","27"
"100812",131204,"5","0","15"
"100812",131205,"5","4","10"
"100812",131305,"5","0","1"
"100812",131311,"5","1","3"
"100812",131314,"5","4","0"
"100812",131317,"5","1","1"
"100812",131320,"5","17","5"
"100812",159999,"5","5","1"
"100812",230101,"5","1","5"
"100812",240101,"5","7","7"
"100812",260101,"5","3","0"
"100812",269999,"5","1","4"
"100812",270101,"5","3","1"
"100812",380201,"5","4","0"
"100812",409999,"5","10","1"
"100812",420101,"5","6","18"
"100812",429999,"5","1","3"
"100812",430104,"5","4","1"
"100812",450801,"5","0","1"
"100812",451001,"5","4","3"
"100812",451101,"5","1","0"
"100812",500701,"5","1","0"
"100812",990000,"5","144","220"
"100858",10103,"5","25","2"
"100858",10103,"7","6","0"
"100858",10303,"7","6","0"
"100858",10303,"9","1","0"
"100858",20101,"5","4","0"
"100858",20201,"5","32","12"
"100858",20201,"7","1","1"
"100858",20204,"7","1","0"
"100858",20207,"5","2","1"
"100858",20207,"7","21","6"
"100858",20207,"9","8","3"
"100858",20209,"5","3","0"
"100858",20209,"7","2","1"
"100858",20209,"9","2","0"
"100858",20301,"5","1","0"
"100858",20399,"9","1","0"
"100858",20402,"5","11","1"
"100858",20402,"7","6","1"
"100858",20402,"9","2","2"
"100858",20403,"5","1","1"
"100858",20403,"7","4","0"
"100858",20404,"5","9","6"
"100858",20405,"9","1","0"
"100858",20502,"7","1","0"
"100858",30405,"7","1","0"
"100858",30504,"5","10","1"
"100858",30506,"5","20","1"
"100858",30506,"7","9","0"
"100858",30506,"9","1","0"
"100858",30599,"7","1","0"
"100858",30601,"5","6","2"
"100858",30601,"7","2","1"
"100858",30601,"9","1","0"
"100858",40201,"5","57","12"
"100858",40301,"7","0","1"
"100858",40401,"5","7","0"
"100858",40501,"5","4","16"
"100858",40601,"5","7","5"
"100858",49999,"5","106","11"
"100858",50110,"5","2","0"
"100858",60201,"5","88","79"
"100858",60301,"5","76","51"
"100858",60401,"5","64","38"
"100858",60401,"7","7","8"
"100858",60501,"5","19","5"
"100858",60501,"7","3","0"
"100858",60705,"5","16","9"
"100858",60901,"5","6","14"
"100858",61401,"5","32","27"
"100858",61601,"5","20","27"
"100858",62001,"5","78","8"
"100858",70401,"5","0","26"
"100858",80102,"5","0","28"
"100858",90401,"5","13","21"
"100858",90701,"5","12","20"
"100858",90701,"7","0","1"
"100858",99999,"5","11","67"
"100858",110101,"5","14","10"
"100858",110101,"7","1","0"
"100858",130301,"9","0","3"
"100858",130401,"7","1","0"
"100858",130401,"9","1","1"
"100858",130405,"9","4","2"
"100858",130406,"9","3","2"
"100858",130501,"7","1","8"
"100858",131004,"7","0","1"
"100858",131005,"5","0","7"
"100858",131005,"7","0","2"
"100858",131006,"5","0","14"
"100858",131006,"7","0","2"
"100858",131006,"9","1","0"
"100858",131011,"7","1","3"
"100858",131012,"5","0","20"
"100858",131099,"5","1","8"
"100858",131099,"7","0","1"
"100858",131101,"7","1","4"
"100858",131101,"9","2","1"
"100858",131201,"5","13","1"
"100858",131201,"7","2","1"
"100858",131202,"5","0","59"
"100858",131202,"7","0","11"
"100858",131202,"9","0","2"
"100858",131204,"5","0","46"
"100858",131204,"7","0","7"
"100858",131204,"9","0","1"
"100858",131299,"7","0","4"
"100858",131299,"9","5","1"
"100858",131301,"5","17","0"
"100858",131301,"7","5","0"
"100858",131302,"5","0","3"
"100858",131303,"5","0","8"
"100858",131303,"7","0","2"
"100858",131305,"5","2","6"
"100858",131305,"7","1","3"
"100858",131307,"5","1","2"
"100858",131307,"7","0","1"
"100858",131308,"5","0","8"
"100858",131308,"7","0","5"
"100858",131309,"5","2","1"
"100858",131309,"7","1","0"
"100858",131310,"5","2","2"
"100858",131310,"7","0","1"
"100858",131311,"5","3","17"
"100858",131311,"7","1","1"
"100858",131311,"9","0","2"
"100858",131312,"5","2","3"
"100858",131312,"7","1","0"
"100858",131314,"5","27","7"
"100858",131314,"7","4","8"
"100858",131315,"9","0","1"
"100858",131316,"5","5","11"
"100858",131316,"7","0","2"
"100858",131317,"5","2","7"
"100858",131317,"7","1","0"
"100858",131317,"9","0","1"
"100858",131320,"7","1","0"
"100858",139999,"7","4","9"
"100858",140201,"5","48","2"
"100858",140201,"7","3","0"
"100858",140301,"5","11","1"
"100858",140301,"7","1","0"
"100858",140701,"5","56","19"
"100858",140701,"7","8","1"
"100858",140701,"9","1","0"
"100858",140801,"5","57","11"
"100858",140801,"7","8","0"
"100858",140901,"5","28","13"
"100858",141001,"5","190","13"
"100858",141001,"7","8","0"
"100858",141001,"9","3","0"
"100858",141401,"7","1","0"
"100858",141701,"5","46","21"
"100858",141701,"7","7","0"
"100858",141701,"9","1","0"
"100858",141801,"5","7","0"
"100858",141901,"5","104","8"
"100858",141901,"7","7","0"
"100858",142801,"5","2","0"
"100858",149999,"5","46","7"
"100858",160501,"5","1","2"
"100858",160599,"5","1","3"
"100858",160901,"5","0","6"
"100858",160901,"7","1","2"
"100858",160905,"5","1","3"
"100858",160905,"7","0","3"
"100858",160999,"5","7","44"
"100858",170310,"5","1","8"
"100858",170407,"7","3","4"
"100858",170499,"7","0","3"
"100858",170899,"5","0","13"
"100858",170899,"7","2","5"
"100858",170899,"9","0","1"
"100858",179999,"5","0","1"
"100858",180101,"7","1","2"
"100858",180102,"5","0","5"
"100858",180102,"7","0","12"
"100858",180701,"5","12","28"
"100858",181101,"5","0","47"
"100858",181401,"5","27","41"
"100858",181401,"7","3","2"
"100858",182401,"7","1","1"
"100858",182401,"10","74","40"
"100858",189999,"5","0","1"
"100858",190401,"5","0","4"
"100858",190403,"5","0","7"
"100858",190501,"5","0","14"
"100858",190501,"7","1","2"
"100858",190503,"5","0","12"
"100858",190599,"5","1","2"
"100858",190602,"5","0","10"
"100858",190603,"5","0","1"
"100858",190603,"7","0","1"
"100858",190701,"5","2","15"
"100858",190701,"7","1","4"
"100858",190703,"7","1","3"
"100858",190901,"7","0","3"
"100858",190999,"5","1","7"
"100858",230101,"5","13","15"
"100858",230101,"7","2","1"
"100858",230101,"9","0","1"
"100858",230301,"5","0","1"
"100858",231001,"5","9","15"
"100858",231001,"7","1","1"
"100858",260101,"5","19","9"
"100858",260201,"5","2","2"
"100858",260301,"5","2","0"
"100858",260301,"7","1","0"
"100858",260303,"7","1","0"
"100858",260305,"9","0","1"
"100858",260501,"5","4","3"
"100858",260501,"7","2","2"
"100858",260501,"9","0","3"
"100858",260607,"5","3","1"
"100858",260609,"9","0","1"
"100858",260701,"5","3","3"
"100858",260701,"7","2","0"
"100858",260702,"5","3","1"
"100858",260705,"7","1","0"
"100858",260706,"7","1","1"
"100858",260706,"9","1","0"
"100858",270101,"5","12","8"
"100858",270101,"7","3","3"
"100858",270101,"9","1","1"
"100858",270301,"5","7","4"
"100858",310301,"5","3","8"
"100858",380101,"5","3","3"
"100858",380201,"5","1","0"
"100858",390501,"5","0","1"
"100858",400501,"5","23","8"
"100858",400501,"7","6","3"
"100858",400501,"9","1","0"
"100858",400503,"9","1","0"
"100858",400505,"7","1","0"
"100858",400506,"7","1","0"
"100858",400599,"5","1","5"
"100858",400601,"5","12","0"
"100858",400601,"7","2","0"
"100858",400703,"5","1","0"
"100858",400801,"5","5","3"
"100858",400801,"7","2","1"
"100858",410101,"5","5","12"
"100858",420101,"5","17","35"
"100858",420101,"7","2","1"
"100858",420101,"9","6","4"
"100858",420201,"7","2","2"
"100858",420201,"9","1","4"
"100858",430102,"5","0","1"
"100858",430107,"5","15","4"
"100858",430199,"5","3","5"
"100858",440401,"5","19","15"
"100858",440701,"5","1","5"
"100858",440799,"5","0","4"
"100858",449999,"5","0","1"
"100858",450201,"5","1","2"
"100858",450401,"5","1","5"
"100858",450601,"5","12","3"
"100858",450701,"5","3","1"
"100858",450801,"5","33","11"
"100858",450801,"7","6","2"
"100858",450801,"9","2","0"
"100858",451001,"5","26","8"
"100858",451001,"7","2","0"
"100858",451101,"5","1","2"
"100858",451101,"7","2","2"
"100858",500402,"5","5","16"
"100858",500403,"5","5","3"
"100858",500404,"5","11","4"
"100858",500405,"5","0","1"
"100858",500501,"5","3","3"
"100858",500708,"5","0","1"
"100858",500799,"5","18","22"
"100858",500901,"5","1","1"
"100858",500903,"5","0","4"
"100858",500903,"7","0","1"
"100858",509999,"5","0","1"
"100858",990000,"10","74","40"
"100858",990000,"5","1788","1360"
"100858",990000,"7","194","164"
"100858",990000,"9","51","38"
"100937",60201,"5","10","26"
"100937",60401,"5","37","29"
"100937",60501,"5","5","1"
"100937",60601,"5","2","5"
"100937",60901,"5","3","3"
"100937",69999,"5","1","0"
"100937",69999,"7","4","3"
"100937",99999,"5","1","0"
"100937",110101,"5","2","1"
"100937",130101,"5","0","3"
"100937",131202,"5","0","2"
"100937",131204,"5","0","4"
"100937",131314,"5","4","2"
"100937",139999,"5","0","1"
"100937",160901,"5","1","1"
"100937",179999,"5","2","25"
"100937",230101,"5","2","4"
"100937",239999,"5","0","1"
"100937",260101,"5","20","5"
"100937",269999,"5","2","4"
"100937",270101,"5","5","7"
"100937",279999,"5","1","1"
"100937",380101,"5","1","0"
"100937",380201,"5","4","2"
"100937",389999,"5","0","1"
"100937",400501,"5","9","6"
"100937",409999,"5","2","0"
"100937",420101,"5","4","8"
"100937",450801,"5","11","5"
"100937",451001,"5","8","6"
"100937",451101,"5","1","2"
"100937",459999,"5","2","0"
"100937",500101,"5","6","10"
"100937",500301,"5","0","4"
"100937",500901,"5","8","6"
"100937",990000,"5","154","175"
"100937",990000,"7","4","3"
"101514",20101,"3","1","0"
"101514",20403,"2","5","6"
"101514",60101,"3","4","4"
"101514",60201,"2","2","4"
"101514",60201,"3","9","18"
"101514",60401,"3","20","50"
"101514",70401,"3","0","6"
"101514",70606,"2","0","16"
"101514",70606,"3","0","11"
"101514",80705,"3","1","1"
"101514",100104,"3","1","2"
"101514",110101,"3","29","62"
"101514",120402,"2","0","7"
"101514",120403,"2","2","34"
"101514",130101,"3","23","29"
"101514",131202,"3","0","2"
"101514",131205,"3","0","2"
"101514",131312,"3","3","2"
"101514",131314,"3","0","2"
"101514",140101,"3","0","1"
"101514",150303,"3","12","1"
"101514",150603,"3","3","0"
"101514",150899,"3","1","0"
"101514",170101,"3","0","3"
"101514",170210,"3","0","3"
"101514",170309,"3","0","1"
"101514",170605,"2","0","55"
"101514",181001,"3","0","1"
"101514",220103,"3","0","6"
"101514",260101,"3","0","1"
"101514",270101,"3","7","1"
"101514",290101,"3","23","0"
"101514",400501,"3","1","0"
"101514",410301,"3","1","0"
"101514",451001,"3","4","0"
"101514",460302,"2","9","0"
"101514",460302,"3","3","0"
"101514",470101,"2","7","0"
"101514",470105,"2","11","0"
"101514",470202,"2","8","0"
"101514",470603,"2","9","0"
"101514",470604,"2","10","0"
"101514",470604,"3","1","0"
"101514",480101,"2","17","1"
"101514",480101,"3","2","0"
"101514",480203,"3","0","2"
"101514",480303,"2","7","1"
"101514",480503,"2","15","0"
"101514",480503,"3","1","0"
"101514",480508,"2","15","0"
"101514",480508,"3","1","0"
"101514",480703,"2","12","1"
"101514",499999,"3","0","1"
"101514",500402,"3","3","1"
"101514",500999,"3","0","1"
"101514",509999,"3","1","3"
"101514",990000,"2","129","125"
"101514",990000,"3","165","280"
"101143",60101,"2","2","6"
"101143",60101,"3","3","6"
"101143",60301,"2","0","1"
"101143",60301,"3","0","1"
"101143",61799,"3","1","0"
"101143",70604,"2","0","4"
"101143",70604,"3","0","4"
"101143",70605,"2","0","1"
"101143",70605,"3","0","3"
"101143",70606,"2","0","11"
"101143",70607,"2","0","4"
"101143",70607,"3","0","5"
"101143",70608,"2","0","4"
"101143",70608,"3","0","4"
"101143",90401,"3","1","1"
"101143",110101,"2","14","18"
"101143",110101,"3","14","18"
"101143",200102,"2","0","9"
"101143",200102,"3","0","7"
"101143",240101,"3","40","93"
"101143",310101,"2","1","0"
"101143",310101,"3","1","0"
"101143",430104,"2","6","4"
"101143",470604,"3","1","0"
"101143",490101,"3","10","0"
"101143",990000,"2","23","62"
"101143",990000,"3","71","142"
"101879",40501,"5","0","6"
"101879",60201,"5","29","39"
"101879",60301,"5","16","3"
"101879",60499,"7","16","8"
"101879",60501,"5","4","1"
"101879",61201,"5","31","33"
"101879",61399,"5","40","24"
"101879",61401,"5","35","45"
"101879",70401,"5","0","17"
"101879",80102,"5","1","10"
"101879",90401,"5","1","2"
"101879",90501,"5","1","0"
"101879",90701,"5","10","3"
"101879",110101,"5","7","3"
"101879",130404,"7","1","0"
"101879",130405,"7","1","4"
"101879",131006,"5","0","6"
"101879",131006,"7","0","11"
"101879",131011,"7","0","5"
"101879",131101,"7","2","4"
"101879",131202,"5","0","30"
"101879",131202,"7","4","39"
"101879",131204,"5","0","12"
"101879",131204,"7","0","25"
"101879",131205,"7","14","21"
"101879",131303,"5","0","4"
"101879",131305,"5","1","7"
"101879",131307,"5","3","5"
"101879",131308,"5","0","3"
"101879",131311,"5","3","3"
"101879",131312,"5","4","3"
"101879",131314,"5","12","6"
"101879",131317,"5","0","3"
"101879",139999,"5","7","10"
"101879",160901,"5","0","1"
"101879",160905,"5","1","1"
"101879",181101,"5","7","58"
"101879",190101,"5","0","2"
"101879",199999,"5","0","3"
"101879",230101,"5","5","3"
"101879",260101,"5","9","9"
"101879",260101,"7","3","1"
"101879",260607,"5","0","1"
"101879",269999,"5","10","4"
"101879",270101,"5","4","5"
"101879",400501,"5","2","1"
"101879",400599,"5","2","2"
"101879",400801,"5","2","1"
"101879",409999,"5","2","3"
"101879",420101,"5","3","6"
"101879",430103,"5","1","0"
"101879",440701,"5","2","23"
"101879",450701,"5","3","0"
"101879",450801,"5","14","4"
"101879",451001,"5","11","5"
"101879",451101,"5","4","5"
"101879",459999,"5","0","1"
"101879",480204,"5","5","2"
"101879",500405,"5","1","0"
"101879",500501,"5","1","6"
"101879",500701,"5","0","2"
"101879",500799,"5","6","9"
"101879",500999,"5","5","5"
"101879",990000,"5","305","440"
"101879",990000,"7","41","118"
"101240",10101,"3","1","0"
"101240",60101,"3","32","36"
"101240",60801,"3","1","0"
"101240",62001,"3","3","0"
"101240",70401,"3","0","9"
"101240",70602,"3","0","1"
"101240",70605,"3","0","5"
"101240",70606,"3","0","2"
"101240",70705,"3","0","2"
"101240",80601,"3","1","0"
"101240",80705,"3","5","3"
"101240",100104,"3","1","3"
"101240",110201,"3","8","5"
"101240",110301,"3","9","19"
"101240",131202,"3","1","4"
"101240",131314,"3","1","0"
"101240",140101,"3","10","1"
"101240",150302,"3","8","0"
"101240",170206,"3","1","2"
"101240",170209,"3","6","12"
"101240",170309,"3","3","12"
"101240",170401,"3","2","0"
"101240",170406,"3","2","8"
"101240",181101,"3","5","47"
"101240",220102,"3","2","1"
"101240",230101,"3","1","3"
"101240",240101,"3","15","42"
"101240",260101,"3","0","1"
"101240",270101,"3","4","0"
"101240",400501,"3","1","0"
"101240",430107,"3","9","5"
"101240",430203,"3","1","0"
"101240",450801,"3","1","0"
"101240",451101,"3","0","1"
"101240",490102,"3","1","0"
"101240",500901,"3","0","2"
"101240",990000,"3","135","226"
"101286",10301,"2","4","0"
"101286",10301,"3","1","0"
"101286",61401,"3","1","0"
"101286",70102,"2","1","12"
"101286",70102,"3","0","2"
"101286",70301,"2","9","18"
"101286",70301,"3","1","10"
"101286",70601,"2","0","1"
"101286",70601,"3","0","2"
"101286",70701,"2","0","1"
"101286",70701,"3","0","3"
"101286",120403,"2","2","48"
"101286",120403,"3","0","1"
"101286",170209,"3","1","0"
"101286",170309,"3","1","13"
"101286",170605,"2","1","41"
"101286",170818,"3","3","13"
"101286",181101,"3","8","67"
"101286",240101,"3","30","63"
"101286",430107,"3","1","1"
"101286",460102,"2","1","0"
"101286",460201,"2","11","0"
"101286",460201,"3","1","0"
"101286",460301,"2","7","0"
"101286",470101,"2","1","0"
"101286",470101,"3","21","0"
"101286",470199,"2","4","0"
"101286",470201,"2","13","0"
"101286",470302,"2","14","1"
"101286",470603,"2","2","0"
"101286",470604,"2","9","0"
"101286",470605,"2","1","0"
"101286",470606,"2","11","1"
"101286",480101,"2","5","0"
"101286",480101,"3","1","1"
"101286",480201,"2","3","3"
"101286",480303,"2","4","2"
"101286",480503,"2","2","0"
"101286",480503,"3","1","0"
"101286",480508,"2","3","0"
"101286",480508,"3","1","0"
"101286",480603,"2","4","6"
"101286",490104,"3","4","0"
"101286",990000,"2","112","134"
"101286",990000,"3","76","176"
"101435",60101,"5","2","4"
"101435",60201,"5","8","4"
"101435",60301,"5","3","1"
"101435",60401,"5","2","2"
"101435",60501,"5","0","1"
"101435",61399,"5","0","2"
"101435",61401,"5","3","3"
"101435",90501,"5","0","3"
"101435",99999,"5","0","1"
"101435",110101,"5","1","1"
"101435",110201,"2","0","1"
"101435",131202,"5","0","2"
"101435",131204,"5","0","1"
"101435",131307,"5","1","0"
"101435",131314,"5","2","2"
"101435",179999,"3","0","1"
"101435",179999,"5","0","1"
"101435",220103,"2","0","13"
"101435",230101,"5","2","4"
"101435",239999,"5","2","2"
"101435",240101,"3","2","3"
"101435",240101,"5","0","2"
"101435",260101,"5","1","2"
"101435",270101,"5","3","1"
"101435",380201,"5","2","0"
"101435",389999,"5","6","0"
"101435",390401,"5","2","1"
"101435",390501,"5","2","0"
"101435",400501,"5","2","1"
"101435",420101,"5","2","9"
"101435",440701,"5","0","2"
"101435",450801,"5","2","4"
"101435",500799,"5","1","1"
"101435",500903,"5","1","0"
"101435",990000,"2","0","14"
"101435",990000,"3","2","4"
"101435",990000,"5","50","57"
"101480",60101,"5","2","1"
"101480",60201,"5","21","30"
"101480",60301,"5","24","6"
"101480",60401,"5","64","33"
"101480",60401,"7","15","6"
"101480",61201,"5","46","37"
"101480",61401,"5","44","42"
"101480",70401,"5","1","7"
"101480",70401,"7","0","3"
"101480",110101,"5","16","7"
"101480",130401,"7","11","6"
"101480",130501,"7","0","7"
"101480",131005,"5","2","4"
"101480",131005,"7","0","2"
"101480",131006,"5","3","5"
"101480",131006,"7","0","10"
"101480",131011,"7","0","6"
"101480",131101,"7","5","7"
"101480",131202,"5","3","50"
"101480",131202,"7","2","11"
"101480",131204,"5","0","36"
"101480",131204,"7","0","8"
"101480",131314,"5","17","6"
"101480",131314,"7","8","7"
"101480",170311,"5","0","1"
"101480",181101,"5","7","71"
"101480",190101,"5","1","5"
"101480",190503,"5","0","6"
"101480",190901,"5","0","10"
"101480",200401,"5","1","1"
"101480",230101,"5","2","20"
"101480",230101,"7","2","6"
"101480",240101,"5","4","0"
"101480",240101,"7","0","2"
"101480",260101,"5","13","16"
"101480",260101,"7","3","3"
"101480",270101,"5","6","6"
"101480",270101,"7","2","2"
"101480",280301,"5","1","1"
"100654",10102,"7","7","2"
"101912",199999,"3","0","6"
"101912",230101,"5","1","1"
"101912",260101,"5","10","3"
"101514",181101,"3","10","56"
"101912",269999,"5","1","3"
"101912",270101,"5","0","2"
"101912",279999,"5","0","2"
"101912",380201,"5","8","2"
"101912",390601,"5","29","1"
"101912",399999,"2","3","0"
"101912",399999,"3","0","2"
"101912",400501,"5","2","5"
"101912",420101,"5","1","2"
"101912",440701,"5","3","7"
"101912",450801,"5","2","1"
"101912",500901,"5","1","0"
"101912",509999,"3","2","2"
"101912",990000,"2","3","0"
"101912",990000,"3","7","24"
"101912",990000,"5","94","98"
"101949",30404,"3","12","1"
"101949",69999,"3","2","3"
"101949",70606,"3","0","7"
"101949",110101,"3","2","3"
"101949",131204,"3","0","3"
"101949",131205,"3","1","2"
"101949",131314,"3","0","1"
"101949",179999,"3","2","1"
"101949",240101,"3","6","14"
"101949",990000,"3","25","35"
"102049",40501,"5","0","11"
"102049",60101,"5","5","2"
"102049",60201,"5","13","14"
"102049",60401,"5","13","6"
"102049",60401,"7","50","23"
"102049",60501,"5","2","1"
"102049",61401,"5","12","4"
"102049",69999,"5","9","2"
"102049",70401,"5","2","6"
"102049",80102,"5","0","1"
"102049",90101,"5","3","1"
"100654",10102,"5","14","0"
"102368",451001,"5","6","0"
"102368",451101,"5","1","4"
"102368",500501,"5","1","0"
"102368",500701,"5","0","6"
"102368",500703,"5","0","1"
"102368",990000,"3","68","103"
"102368",990000,"5","587","471"
"102368",990000,"7","523","223"
"102322",60201,"5","9","29"
"102322",60401,"3","4","4"
"102322",60401,"5","31","26"
"102322",60401,"7","16","4"
"102322",61601,"7","12","9"
"102322",69999,"3","28","2"
"102322",69999,"5","14","1"
"102322",70102,"5","0","2"
"102322",110101,"3","0","2"
"102322",110101,"5","24","16"
"102322",130401,"7","8","4"
"102322",130404,"7","0","2"
"102322",130901,"7","2","1"
"102322",131101,"7","1","5"
"102322",131202,"5","0","14"
"102322",131202,"7","1","18"
"102322",131204,"5","0","16"
"102322",131204,"7","0","23"
"102322",131305,"5","1","0"
"102322",131305,"7","1","2"
"102322",131311,"7","2","2"
"102322",131317,"5","4","2"
"102322",131317,"7","0","3"
"102322",139999,"5","0","1"
"102322",139999,"7","0","2"
"102322",230101,"5","0","1"
"102322",260101,"5","1","0"
"102322",270101,"5","1","3"
"102322",300101,"5","1","0"
