unitid,cipcode,crace15,crace16,awlevel
"122755",440401,"8","3","7"
"122755",440701,"4","11","5"
"122755",440701,"10","47","7"
"122755",450101,"25","77","5"
"122755",450101,"1","1","7"
"122755",450201,"2","5","5"
"122755",450601,"32","5","5"
"122755",450601,"3","1","7"
"122755",450701,"5","1","5"
"122755",450701,"3","0","7"
"122755",450801,"16","15","5"
"122755",450801,"6","4","7"
"122755",451001,"31","26","5"
"122755",451001,"2","0","7"
"122755",451101,"15","21","5"
"122755",451101,"1","0","7"
"122755",500101,"1","4","5"
"122755",500401,"27","39","5"
"122755",500404,"18","1","5"
"122755",500501,"4","6","5"
"122755",500701,"20","44","5"
"122755",500701,"18","22","7"
"122755",500901,"23","9","5"
"122755",500901,"7","10","7"
"122755",500903,"3","3","5"
"122755",990000,"1681","1789","5"
"122755",990000,"419","525","7"
"122791",10603,"4","","2"
"122791",10605,"2","4","2"
"122791",10606,"1","1","2"
"122791",19999,"","6","2"
"122791",20403,"","1","3"
"122791",20408,"4","","2"
"122791",40501,"1","7","2"
"122791",40501,"","1","3"
"122791",60101,"1","1","2"
"122791",60101,"2","5","3"
"122791",61401,"1","1","2"
"122791",61401,"","1","3"
"122791",61701,"4","2","2"
"122791",61701,"3","1","3"
"122791",69999,"23","36","3"
"122791",70102,"","1","2"
"122791",70102,"","9","3"
"122791",70301,"","1","3"
"122791",70604,"","3","3"
"122791",70709,"2","2","2"
"122791",79999,"","2","2"
"122791",79999,"","1","3"
"122791",80102,"1","2","2"
"122791",80102,"","5","3"
"122791",89999,"","1","3"
"122791",90401,"1","1","3"
"122791",90701,"4","2","2"
"122791",90701,"7","2","3"
"122791",110101,"5","7","3"
"122791",110201,"1","7","2"
"122791",119999,"1","5","2"
"122791",120403,"4","43","2"
"122791",120403,"","2","3"
"122791",140101,"2","","3"
"122791",150202,"5","3","2"
"122791",150202,"10","3","3"
"122791",150303,"21","3","2"
"122791",150303,"21","3","3"
"122791",150610,"3","","2"
"122791",150610,"4","","3"
"122791",160901,"","1","3"
"122791",170101,"","12","2"
"122791",170101,"","2","3"
"122791",170503,"","5","2"
"122791",170503,"","5","3"
"122791",181101,"1","34","3"
"122791",230101,"","1","3"
"122791",240101,"57","84","3"
"122791",269999,"3","1","3"
"122791",270101,"1","1","3"
"122791",400801,"1","","3"
"122791",430104,"10","1","3"
"122791",430203,"24","3","2"
"122791",430203,"9","2","3"
"122791",450101,"6","6","3"
"122791",460403,"7","1","2"
"122791",470699,"30","2","2"
"122791",479999,"2","","3"
"122791",480201,"","3","2"
"122791",480201,"2","4","3"
"122791",480503,"2","","2"
"122791",480503,"2","","3"
"122791",489999,"1","","2"
"122791",490102,"3","1","2"
"122791",490102,"5","3","3"
"122791",500605,"2","","3"
"122791",500701,"2","4","3"
"122791",500901,"","4","3"
"122791",509999,"","1","3"
"122791",990000,"127","119","2"
"122791",990000,"181","237","3"
"122889",10601,"4","3","2"
"122889",60401,"","1","2"
"122889",60401,"12","10","3"
"122889",61401,"1","","2"
"122889",61401,"1","","3"
"122889",61701,"","1","2"
"122889",61701,"2","","3"
"122889",70606,"","2","2"
"122889",70606,"","3","3"
"122889",90101,"2","2","3"
"122889",110101,"2","","2"
"122889",110101,"10","5","3"
"122889",140101,"","2","3"
"122889",150302,"10","5","2"
"122889",150302,"13","","3"
"122889",150999,"2","","2"
"122889",150999,"2","1","3"
"122889",159999,"15","","2"
"122889",159999,"5","","3"
"122889",160101,"","1","2"
"122889",170209,"2","5","3"
"122889",181101,"","25","3"
"122889",200201,"1","11","2"
"122889",200201,"1","4","3"
"122889",200499,"34","15","2"
"122889",200499,"4","2","3"
"122889",230101,"1","4","3"
"122889",240101,"48","52","3"
"122889",260101,"1","2","3"
"122889",270101,"","2","3"
"122889",319999,"","1","3"
"122889",380101,"1","","3"
"122889",400601,"1","","3"
"122889",400801,"2","","3"
"122889",420101,"1","3","3"
"122889",430103,"5","1","2"
"122889",430103,"2","3","3"
"122889",450601,"11","8","3"
"122889",450701,"","1","3"
"122889",450801,"1","","3"
"122889",451001,"2","1","3"
"122889",459999,"2","","3"
"122889",470604,"8","2","3"
"122889",480101,"","2","2"
"122889",480101,"2","3","3"
"122889",480201,"2","3","2"
"122889",480201,"4","3","3"
"122889",480504,"1","","2"
"122889",500701,"","2","3"
"122889",500901,"2","2","3"
"122889",990000,"77","45","2"
"122889",990000,"143","148","3"
"122913",170310,"0","3","2"
"122913",990000,"0","3","2"
"122931",10101,"12","6","7"
"122931",60201,"23","24","5"
"122931",60301,"67","46","5"
"122931",60401,"206","121","7"
"122931",60501,"7","6","5"
"122931",61401,"17","41","5"
"122931",61501,"8","3","5"
"122931",69999,"13","2","5"
"122931",90101,"3","4","5"
"122931",110101,"17","15","5"
"122931",130401,"4","17","7"
"122931",131001,"1","10","7"
"122931",131202,"3","18","6"
"122931",131205,"2","4","6"
"122931",139999,"0","3","7"
"122931",140101,"4","1","5"
"122931",140101,"1","0","7"
"122931",140801,"14","2","5"
"122931",140901,"8","3","5"
"122931",140901,"61","15","7"
"122931",141001,"61","21","5"
"122931",141001,"65","8","7"
"122931",141001,"1","0","9"
"122931",141101,"3","0","7"
"122931",141201,"1","2","5"
"122931",141901,"22","4","5"
"122931",141901,"11","0","7"
"122931",149999,"20","3","7"
"122931",160501,"0","2","5"
"122931",160901,"0","3","5"
"122931",160902,"0","3","5"
"122931",160905,"2","7","5"
"122931",220101,"150","122","10"
"122931",230101,"17","51","5"
"122931",230101,"1","0","7"
"122931",230201,"2","0","5"
"122931",260101,"10","10","5"
"122931",270101,"4","7","5"
"122931",270301,"1","2","7"
"122931",309999,"2","14","5"
"122931",380101,"9","0","5"
"122931",380201,"1","1","5"
"122931",380201,"2","9","7"
"122931",400501,"2","3","5"
"122931",400801,"9","0","5"
"122931",409999,"8","3","5"
"122931",420101,"13","38","5"
"122931",420601,"11","64","7"
"122931",429999,"2","0","7"
"122931",450201,"2","1","5"
"122931",450601,"30","11","5"
"122931",450801,"10","11","5"
"122931",451001,"27","35","5"
"122931",451101,"4","8","5"
"122931",500501,"8","13","5"
"122931",500701,"0","6","5"
"122931",500901,"1","1","5"
"122931",500903,"1","0","5"
"122931",990000,"427","402","5"
"122931",990000,"5","22","6"
"122931",990000,"401","258","7"
"122931",990000,"1","0","9"
"122931",990000,"150","122","10"
"122977",40501,"0","5","2"
"122977",40501,"0","6","3"
"122977",60101,"1","1","2"
"122977",60101,"1","4","3"
"122977",60201,"2","0","2"
"122977",60201,"2","4","3"
"122977",60301,"1","0","3"
"122977",60401,"38","29","3"
"122977",61701,"1","2","2"
"122977",61701,"3","2","3"
"122977",70401,"1","1","2"
"122977",70401,"0","5","3"
"122977",79999,"0","1","3"
"122977",80102,"0","8","3"
"122977",90601,"1","0","3"
"122977",110301,"6","0","2"
"122977",110301,"6","6","3"
"122977",120403,"4","40","2"
"122977",120403,"0","1","3"
"122977",150101,"3","1","3"
"122977",150199,"1","0","2"
"122977",150199,"7","2","3"
"122977",150202,"3","0","3"
"122977",150303,"1","0","2"
"122977",150303,"10","1","3"
"122977",150603,"1","0","2"
"122977",150603,"4","1","3"
"122977",150803,"2","0","2"
"122977",150803,"2","0","3"
"122977",159999,"4","0","3"
"122977",160101,"0","1","2"
"122977",170605,"0","1","3"
"122977",170816,"3","1","3"
"122977",170818,"4","6","2"
"122977",170818,"2","5","3"
"122977",181101,"1","10","2"
"122977",181101,"8","36","3"
"122977",200102,"1","23","2"
"122977",200102,"1","8","3"
"122977",240101,"187","215","3"
"122977",430103,"2","1","2"
"122977",430103,"3","1","3"
"122977",430201,"2","0","3"
"122977",480204,"2","0","2"
"122977",480204,"2","3","3"
"122977",489999,"3","0","2"
"122977",489999,"2","0","3"
"122977",500301,"0","1","3"
"122977",500402,"0","2","3"
"122977",500501,"2","1","3"
"122977",500601,"1","0","3"
"122977",500701,"3","6","3"
"122977",500901,"1","1","3"
"122977",990000,"33","90","2"
"122977",990000,"302","352","3"
"123013",10101,"3","","2"
"123013",10101,"1","1","3"
"123013",19999,"1","2","2"
"123013",20201,"","3","3"
"123013",20403,"1","1","2"
"123013",20403,"","2","3"
"123013",29999,"","2","2"
"123013",30401,"3","2","3"
"123013",39999,"1","1","2"
"123013",60101,"4","8","2"
"123013",60101,"3","8","3"
"123013",60401,"17","14","3"
"123013",61701,"4","2","2"
"123013",70102,"","8","2"
"123013",70103,"","37","2"
"123013",70603,"","1","2"
"123013",70604,"","15","2"
"123013",70604,"","10","3"
"123013",70605,"","7","2"
"123013",70606,"","5","2"
"123013",70702,"","7","2"
"123013",80203,"3","4","3"
"123013",80704,"1","","2"
"123013",80705,"1","3","2"
"123013",90401,"5","1","3"
"123013",99999,"9","4","2"
"123013",110201,"3","6","2"
"123013",110301,"5","3","2"
"123013",110301,"6","6","3"
"123013",130101,"6","15","3"
"123013",140101,"9","3","3"
"123013",140801,"5","6","2"
"123013",140801,"3","1","3"
"123013",141001,"15","8","3"
"123013",141901,"1","","3"
"123013",149999,"2","1","3"
"123013",150101,"3","","2"
"123013",150101,"3","","3"
"123013",150303,"78","12","2"
"123013",150801,"2","","2"
"123013",150801,"","1","3"
"123013",160901,"","1","3"
"123013",160905,"","1","3"
"123013",170101,"","9","2"
"123013",170101,"","1","3"
"123013",170602,"3","33","2"
"123013",170602,"","1","3"
"123013",170699,"2","32","2"
"123013",170699,"3","23","3"
"123013",170813,"2","1","3"
"123013",170818,"","1","3"
"123013",179999,"19","47","2"
"123013",181025,"4","11","2"
"123013",181025,"","3","3"
"123013",181801,"1","4","3"
"123013",190503,"","1","2"
"123013",200102,"","6","2"
"123013",200102,"","1","3"
"123013",200306,"","1","2"
"123013",209999,"","3","2"
"123013",230101,"1","2","3"
"123013",240101,"186","256","3"
"123013",240199,"","2","3"
"123013",260101,"","1","3"
"123013",270101,"2","1","3"
"123013",310101,"3","3","2"
"123013",400501,"1","","3"
"123013",420101,"2","6","3"
"123013",430102,"1","10","2"
"123013",430102,"","2","3"
"123013",430107,"6","2","2"
"123013",430107,"8","5","3"
"123013",430299,"1","","2"
"123013",430299,"2","","3"
"123013",440701,"1","1","3"
"123013",450101,"","1","3"
"123013",451001,"","2","3"
"123013",469999,"3","","3"
"123013",470604,"15","1","2"
"123013",470604,"4","","3"
"123013",470605,"","2","2"
"123013",480503,"5","","2"
"123013",480503,"3","","3"
"123013",480508,"5","","2"
"123013",480508,"2","","3"
"123013",500402,"7","15","2"
"123013",500402,"2","3","3"
"123013",500501,"1","3","3"
"123013",500605,"","1","3"
"123013",500999,"1","2","3"
"123013",990000,"192","306","2"
"123013",990000,"302","405","3"
"123095",420101,"","3","7"
"123095",420101,"8","3","9"
"123095",990000,"","3","7"
"123095",990000,"8","3","9"
"123156",170310,"2","2","6"
"123156",990000,"2","2","6"
"123165",50102,"","4","5"
"123165",50104,"","2","5"
"123165",50106,"","8","5"
"123165",160905,"","2","5"
"123165",230201,"","1","5"
"123165",230301,"","1","5"
"123165",230801,"","20","5"
"123165",239999,"","4","5"
"123165",260101,"","6","5"
"123165",269999,"","3","5"
"123165",300701,"","1","5"
"123165",309999,"","25","5"
"123165",380101,"","4","5"
"123165",380201,"","2","5"
"123165",400501,"","1","5"
"123165",420101,"","12","5"
"123165",450601,"","13","5"
"123165",450801,"","4","5"
"123165",450901,"","17","5"
"123165",451001,"","2","5"
"123165",500501,"","2","5"
"123165",500703,"","9","5"
"123165",500799,"","12","5"
"123165",500902,"","1","5"
"123165",990000,"","156","5"
"123174",170310,"","6","6"
"123174",990000,"","6","6"
"123217",20101,"22","11","3"
"123217",40201,"4","","3"
"123217",60101,"31","66","3"
"123217",90101,"2","1","3"
"123217",140101,"1","","3"
"123217",150202,"","1","3"
"123217",150302,"21","1","3"
"123217",150603,"1","","3"
"123217",150610,"2","","3"
"123217",159999,"1","","3"
"123217",160101,"1","1","3"
"123217",169999,"","5","3"
"123217",170605,"","1","3"
"123217",181101,"6","45","3"
"123217",190101,"","8","3"
"123217",200201,"","8","3"
"123217",220103,"2","8","3"
"123217",240101,"72","130","3"
"123217",269999,"4","2","3"
"123217",279999,"15","12","3"
"123217",430103,"14","3","3"
"123217",430201,"3","","3"
"123217",450101,"4","3","3"
"123217",451101,"","2","3"
"123217",460499,"10","","3"
"123217",470203,"1","","3"
"123217",470699,"4","","3"
"123217",500501,"2","1","3"
"123217",500701,"2","2","3"
"123217",500901,"3","2","3"
"123217",990000,"228","313","3"
"123271",390601,"2","","10"
"123271",990000,"2","","10"
"123280",390201,"2","1","4"
"123280",390201,"3","","5"
"123280",990000,"2","1","4"
"123280",990000,"3","","5"
"123299",10102,"","1","3"
"123299",10507,"1","","3"
"123299",10603,"1","","2"
"123299",10603,"3","3","3"
"123299",30101,"1","","2"
"123299",30101,"1","2","3"
"123299",60101,"1","1","2"
"123299",60101,"2","5","3"
"123299",60201,"","10","3"
"123299",60301,"","2","3"
"123299",60401,"","1","2"
"123299",60401,"2","1","3"
"123299",61201,"1","1","3"
"123299",61701,"1","","2"
"123299",61701,"","2","3"
"123299",70101,"","9","2"
"123299",70201,"","1","2"
"123299",70401,"","1","3"
"123299",70604,"","2","3"
"123299",70605,"","2","2"
"123299",70701,"","3","2"
"123299",70702,"","1","2"
"123299",70705,"","1","3"
"123299",70801,"1","2","2"
"123299",80202,"","1","2"
"123299",80705,"1","","3"
"123299",80706,"1","3","2"
"123299",90401,"","1","3"
"123299",130101,"95","155","3"
"123299",140101,"1","","3"
"123299",150202,"","1","3"
"123299",150303,"3","","3"
"123299",150801,"6","","3"
"123299",181101,"7","41","3"
"123299",200201,"","10","3"
"123299",200301,"","2","2"
"123299",200406,"6","9","2"
"123299",430108,"16","5","3"
"123299",430201,"6","1","3"
"123299",460201,"1","","3"
"123299",470302,"4","","2"
"123299",470302,"2","","3"
"123299",470604,"1","","2"
"123299",470604,"4","","3"
"123299",480101,"2","","2"
"123299",480101,"1","","3"
"123299",480508,"3","","2"
"123299",480508,"2","1","3"
"123299",500701,"","2","3"
"123299",990000,"22","35","2"
"123299",990000,"155","248","3"
"123314",399999,"5","3","3"
"123314",399999,"5","10","5"
"123314",990000,"5","3","3"
"123314",990000,"5","10","5"
"123341",10603,"","1","2"
"123341",10603,"","1","3"
"123341",10605,"","1","3"
"123341",20101,"","1","3"
"123341",20201,"1","","3"
"123341",30502,"3","1","2"
"123341",30502,"3","1","3"
"123341",60101,"16","10","2"
"123341",60101,"9","10","3"
"123341",60201,"","1","2"
"123341",60201,"6","36","3"
"123341",60401,"1","","3"
"123341",61701,"1","1","3"
"123341",70201,"","1","3"
"123341",70604,"","3","3"
"123341",70605,"","1","3"
"123341",70801,"","4","3"
"123341",80799,"2","2","2"
"123341",80799,"4","8","3"
"123341",90101,"","1","3"
"123341",110101,"6","2","3"
"123341",110401,"2","1","3"
"123341",131501,"","5","2"
"123341",131501,"","4","3"
"123341",142601,"3","1","3"
"123341",150303,"8","1","2"
"123341",150303,"16","3","3"
"123341",150503,"2","5","2"
"123341",150603,"3","","3"
"123341",159999,"2","","3"
"123341",170605,"1","5","2"
"123341",170605,"","3","3"
"123341",200102,"","9","2"
"123341",200102,"","6","3"
"123341",200203,"","13","2"
"123341",240101,"78","154","3"
"123341",430108,"7","7","3"
"123341",460201,"12","3","2"
"123341",460201,"1","","3"
"123341",460499,"5","1","2"
"123341",460499,"","1","3"
"123341",470604,"7","1","2"
"123341",470604,"3","1","3"
"123341",479999,"1","","3"
"123341",480101,"6","6","2"
"123341",480101,"9","8","3"
"123341",480103,"1","4","2"
"123341",480103,"2","","3"
"123341",480104,"2","1","2"
"123341",480501,"1","","2"
"123341",480501,"6","","3"
"123341",480508,"2","","2"
"123341",990000,"68","69","2"
"123341",990000,"164","260","3"
"123396",70602,"","6","4"
"123396",990000,"","6","4"
"123448",220101,"4","0","5"
"123448",990000,"4","0","5"
"123457",60499,"2","2","5"
"123457",90101,"","2","5"
"123457",131202,"","1","5"
"123457",230601,"","1","5"
"123457",390201,"","1","2"
"123457",390201,"4","5","5"
"123457",390401,"1","1","5"
"123457",390601,"8","","7"
"123457",420101,"4","6","5"
"123457",450801,"","1","5"
"123457",451201,"1","","5"
"123457",990000,"","1","2"
"123457",990000,"12","19","5"
"123457",990000,"8","","7"
"123484",30502,"","1","2"
"123484",30502,"1","1","3"
"123484",60201,"","5","2"
"123484",60201,"11","21","3"
"123484",61801,"","1","2"
"123484",70101,"","2","2"
"123484",90101,"1","","3"
"123484",110101,"","1","2"
"123484",110101,"1","","3"
"123484",130101,"6","7","3"
"123484",131314,"4","","3"
"123484",140101,"2","1","3"
"123484",181101,"","2","3"
"123484",189999,"1","","3"
"123484",230101,"","3","3"
"123484",240101,"1","9","3"
"123484",260101,"","2","3"
"123484",270101,"3","2","3"
"123484",420101,"5","3","3"
"123484",430107,"7","3","3"
"123484",430201,"","1","2"
"123484",430201,"8","","3"
"123484",450101,"2","1","3"
"123484",451101,"","2","3"
"123484",470604,"","1","3"
"123484",990000,"","11","2"
"123484",990000,"53","58","3"
"123509",60101,"5","9","3"
"123509",60201,"1","","2"
"123509",60201,"5","1","3"
"123509",60401,"2","1","2"
"123509",60401,"10","9","3"
"123509",60701,"4","1","2"
"123509",60705,"1","","2"
"123509",70604,"","1","2"
"123509",70604,"","2","3"
"123509",70606,"","2","2"
"123509",70606,"","1","3"
"123509",70701,"1","3","2"
"123509",70801,"","3","2"
"123509",70801,"","1","3"
"123509",79999,"","1","2"
"123509",80102,"","4","2"
"123509",80102,"","2","3"
"123509",90401,"","1","3"
"123509",100199,"26","11","2"
"123509",100199,"3","1","3"
"123509",110101,"","1","2"
"123509",110101,"3","2","3"
"123509",119999,"1","","2"
"123509",120401,"","28","1"
"123509",120403,"1","46","2"
"123509",130101,"13","13","3"
"123509",131314,"1","","3"
"123509",170205,"80","27","1"
"123509",170605,"1","2","3"
"123509",170818,"5","15","2"
"123509",170818,"","1","3"
"123509",220199,"4","13","2"
"123509",220199,"1","1","3"
"123509",240101,"34","84","3"
"123509",260101,"1","1","3"
"123509",400101,"","1","3"
"123509",420101,"","4","3"
"123509",430103,"3","","2"
"123509",430103,"4","2","3"
"123509",450101,"2","1","3"
"123509",470604,"130","5","2"
"123509",470604,"4","1","3"
"123509",990000,"80","55","1"
"123509",990000,"179","107","2"
"123509",990000,"87","140","3"
"123527",40201,"3","2","2"
"123527",40501,"","2","2"
"123527",60201,"4","9","3"
"123527",60401,"25","21","3"
"123527",60704,"2","","3"
"123527",61401,"4","3","3"
"123527",61701,"2","","3"
"123527",69999,"1","","3"
"123527",70601,"","4","3"
"123527",100104,"2","4","3"
"123527",110101,"3","4","3"
"123527",110301,"3","2","3"
"123527",130101,"","4","3"
"123527",131314,"3","","3"
"123527",140901,"7","","3"
"123527",150202,"1","","3"
"123527",150303,"6","1","3"
"123527",150402,"2","","3"
"123527",150801,"1","","3"
"123527",170101,"3","43","3"
"123527",170499,"1","1","3"
"123527",179999,"1","1","3"
"123527",181401,"","1","3"
"123527",200102,"","10","3"
"123527",220102,"","2","3"
"123527",220199,"","1","3"
"123527",240101,"82","129","3"
"123527",260101,"1","","3"
"123527",269999,"1","","3"
"123527",270101,"6","3","3"
"123527",400101,"","1","3"
"123527",400501,"2","","3"
"123527",400601,"","1","3"
"123527",400801,"3","","3"
"123527",420101,"1","5","3"
"123527",430107,"18","5","3"
"123527",430201,"1","","3"
"123527",450101,"1","1","3"
"123527",450201,"","1","3"
"123527",450801,"1","","3"
"123527",451101,"","2","3"
"123527",460403,"1","","3"
"123527",470103,"3","3","3"
"123527",470202,"1","","3"
"123527",470603,"1","","3"
"123527",479999,"3","","3"
"123527",480503,"4","","3"
"123527",490199,"1","","3"
"123527",500605,"2","","3"
"123527",500701,"","5","3"
"123527",500901,"","1","3"
"123527",990000,"3","4","2"
"123527",990000,"204","268","3"
"123536",120301,"13","4","3"
"123536",120301,"12","1","4"
"123536",990000,"13","4","3"
"123536",990000,"12","1","4"
"123545",230101,"5","0","4"
"123545",300401,"7","","5"
"123545",380101,"1","","5"
"123545",390601,"1","0","3"
"123545",399999,"1","","5"
"123545",399999,"7","","6"
"123545",990000,"1","0","3"
"123545",990000,"5","0","4"
"123545",990000,"9","","5"
"123545",990000,"7","","6"
"123554",60101,"62","30","7"
"123554",60201,"18","15","5"
"123554",60401,"175","139","5"
"123554",60402,"18","4","7"
"123554",60501,"3","1","5"
"123554",60901,"11","4","7"
"123554",90101,"11","26","5"
"123554",130101,"1","","7"
"123554",130401,"12","45","7"
"123554",131099,"","7","7"
"123554",131101,"6","6","7"
"123554",131204,"","1","7"
"123554",131307,"","9","5"
"123554",131314,"5","7","5"
"123554",131314,"5","4","7"
"123554",131315,"1","3","7"
"123554",160901,"","5","5"
"123554",180701,"11","51","5"
"123554",180701,"3","11","7"
"123554",181101,"6","63","3"
"123554",181101,"6","59","5"
"123554",220103,"20","70","2"
"123554",230101,"9","16","5"
"123554",260101,"5","4","5"
"123554",260201,"2","5","5"
"123554",270101,"2","1","5"
"123554",309999,"1","","3"
"123554",309999,"9","20","5"
"123554",380101,"8","","5"
"123554",380201,"1","","5"
"123554",420101,"6","13","5"
"123554",420101,"","1","7"
"123554",420701,"","5","5"
"123554",420901,"5","4","5"
"123554",450801,"10","4","5"
"123554",450901,"1","","5"
"123554",451001,"14","8","5"
"123554",500101,"","1","1"
"123554",500101,"4","3","5"
"123554",990000,"","1","1"
"123554",990000,"20","70","2"
"123554",990000,"7","63","3"
"123554",990000,"305","395","5"
"123554",990000,"119","116","7"
"123563",10603,"3","","3"
"123563",40501,"1","3","2"
"123563",60101,"3","3","2"
"123563",60101,"5","10","3"
"123563",60201,"","7","2"
"123563",60201,"8","19","3"
"123563",60301,"","1","2"
"123563",60301,"","3","3"
"123563",60401,"10","8","2"
"123563",60401,"24","31","3"
"123563",62001,"9","3","2"
"123563",62001,"19","2","3"
"123563",70604,"","1","3"
"123563",70606,"","4","2"
"123563",70606,"","1","3"
"123563",79999,"","8","3"
"123563",80102,"","3","2"
"123563",80102,"","4","3"
"123563",80799,"","2","2"
"123563",80799,"5","4","3"
"123563",90401,"2","2","3"
"123563",99999,"2","1","3"
"123563",100103,"4","4","3"
"123563",110201,"","1","2"
"123563",110201,"7","12","3"
"123563",120403,"1","3","2"
"123563",142201,"20","3","3"
"123563",150202,"4","1","3"
"123563",150303,"3","","2"
"123563",150303,"14","","3"
"123563",150610,"2","","2"
"123563",150610,"1","","3"
"123563",150801,"1","","2"
"123563",150801,"3","","3"
"123563",150803,"6","","2"
"123563",150803,"2","","3"
"123563",160101,"","1","3"
"123563",160501,"3","3","3"
"123563",160905,"","5","3"
"123563",181101,"2","41","3"
"123563",190101,"","1","2"
"123563",190101,"1","5","3"
"123563",200102,"","8","2"
"123563",200102,"","14","3"
"123563",200103,"1","1","2"
"123563",230101,"2","9","3"
"123563",240101,"12","26","3"
"123563",269999,"11","8","3"
"123563",270101,"4","","3"
"123563",400501,"","1","3"
"123563",400801,"1","","3"
"123563",420101,"2","7","3"
"123563",430102,"2","1","2"
"123563",430102,"15","3","3"
"123563",430107,"2","","2"
"123563",430107,"1","1","3"
"123563",430201,"3","","2"
"123563",430201,"5","","3"
"123563",450101,"6","14","3"
"123563",450801,"1","2","3"
"123563",470101,"1","","2"
"123563",470101,"3","","3"
"123563",470603,"4","","2"
"123563",480203,"3","2","3"
"123563",480503,"4","","2"
"123563",480503,"1","","3"
"123563",500501,"1","2","3"
"123563",500703,"1","","3"
"123563",500901,"1","1","3"
"123563",990000,"53","49","2"
"123563",990000,"199","251","3"
"123572",50201,"1","0","5"
"123572",50203,"0","3","5"
"123572",60101,"0","1","7"
"123572",60401,"107","102","5"
"123572",60401,"14","10","7"
"123572",90101,"6","11","5"
"123572",110101,"35","15","5"
"123572",130101,"4","23","7"
"123572",131101,"4","19","7"
"123572",131314,"4","7","5"
"123572",131314,"1","1","7"
"123572",160501,"1","0","5"
"123572",160901,"0","2","5"
"123572",160905,"3","5","5"
"123572",181101,"2","39","5"
"123572",181101,"1","17","7"
"123572",230101,"9","23","5"
"123572",230101,"1","6","7"
"123572",240101,"9","55","5"
"123572",240199,"2","7","5"
"123572",260101,"17","20","5"
"123572",260101,"1","1","7"
"123572",270101,"6","9","5"
"123572",300101,"19","26","5"
"123572",309999,"1","2","5"
"123572",309999,"2","3","7"
"123572",380101,"3","2","5"
"123572",400501,"4","4","5"
"123572",400601,"8","4","5"
"123572",400801,"6","1","5"
"123572",420101,"24","69","5"
"123572",420101,"10","16","7"
"123572",430103,"8","9","5"
"123572",440401,"2","2","7"
"123572",450201,"1","6","5"
"123572",450601,"11","3","5"
"123572",450701,"3","4","5"
"123572",450801,"13","4","5"
"123572",450801,"1","4","7"
"123572",451001,"6","7","5"
"123572",451101,"8","18","5"
"123572",459999,"1","0","7"
"123572",500101,"0","2","5"
"123572",500501,"1","5","5"
"123572",500701,"10","27","5"
"123572",500901,"6","4","5"
"123572",990000,"334","495","5"
"123572",990000,"42","103","7"
"123633",110101,"1","1","5"
"123633",179999,"77","19","5"
"123633",179999,"2","1","7"
"123633",179999,"21","10","8"
"123633",990000,"78","20","5"
"123633",990000,"2","1","7"
"123633",990000,"21","10","8"
"123651",60101,"9","15","5"
"123651",60201,"9","3","5"
"123651",60301,"2","1","5"
"123651",61401,"2","","5"
"123651",90701,"8","7","5"
"123651",99999,"1","1","5"
"123651",131202,"1","14","5"
"123651",131312,"2","1","5"
"123651",131314,"5","3","5"
"123651",230101,"3","4","5"
"123651",260101,"1","","5"
"123651",270101,"1","","5"
"123651",390201,"9","4","5"
"123651",390201,"2","1","7"
"123651",390301,"6","2","5"
"123651",390401,"2","1","5"
"123651",390601,"9","2","5"
"123651",390601,"4","","7"
"123651",400599,"3","","5"
"123651",420101,"5","13","5"
"123651",450801,"3","2","5"
"123651",451101,"3","5","5"
"123651",990000,"84","78","5"
"123651",990000,"6","1","7"
"123800",10603,"1","0","2"
"123800",10603,"1","0","3"
"123800",10606,"2","0","3"
"123800",40501,"0","1","3"
"123800",60101,"2","3","1"
"123800",60101,"14","12","3"
"123800",60201,"0","3","2"
"123800",60201,"6","20","3"
"123800",60401,"2","0","3"
"123800",61701,"3","0","3"
"123800",61801,"1","0","1"
"123800",70104,"2","3","1"
"123800",70201,"0","1","3"
"123800",70401,"3","1","1"
"123800",70401,"2","3","3"
"123800",70606,"0","1","3"
"123800",70699,"0","1","2"
"123800",70699,"0","2","3"
"123800",70701,"0","2","2"
"123800",70701,"0","5","3"
"123800",70705,"0","30","1"
"123800",70707,"0","1","1"
"123800",70799,"1","22","1"
"123800",70799,"0","3","2"
"123800",70799,"0","2","3"
"123800",70801,"1","6","1"
"123800",80706,"1","0","1"
"123800",80708,"0","1","1"
"123800",80708,"4","4","3"
"123800",80799,"1","0","1"
"123800",81104,"2","14","2"
"123800",110101,"8","3","3"
"123800",110201,"1","1","2"
"123800",110201,"11","3","3"
"123800",110601,"2","0","1"
"123800",119999,"2","7","1"
"123800",119999,"3","11","3"
"123800",130201,"0","1","3"
"123800",130202,"1","3","1"
"123800",140101,"8","0","3"
"123800",150101,"6","1","1"
"123800",150101,"3","1","3"
"123800",150199,"0","1","3"
"123800",150202,"0","1","2"
"123800",150301,"4","0","3"
"123800",150303,"2","0","2"
"123800",150303,"1","0","3"
"123800",150399,"4","0","2"
"123800",150399,"2","0","3"
"123800",150603,"2","1","2"
"123800",150603,"4","0","3"
"123800",150899,"14","1","2"
"123800",159999,"3","1","2"
"123800",160905,"2","0","3"
"123800",181101,"2","26","2"
"123800",181101,"0","41","3"
"123800",181199,"0","2","3"
"123800",200102,"0","10","2"
"123800",200102,"1","13","3"
"123800",200299,"0","1","1"
"123800",240101,"115","135","3"
"123800",270101,"2","0","3"
"123800",430101,"9","3","1"
