unitid,cipcode,crace15,crace16,awlevel
"100636",60101,"5","0","3"
"100636",60402,"58","17","3"
"100636",60403,"86","1","3"
"100636",60701,"9","0","3"
"100636",60702,"11","3","3"
"100636",60704,"22","3","3"
"100636",60705,"86","8","3"
"100636",60799,"0","1","3"
"100636",61201,"112","19","3"
"100636",69999,"490","95","3"
"100636",70299,"74","25","3"
"100636",70401,"356","122","3"
"100636",81106,"503","87","3"
"100636",89999,"92","21","3"
"100636",90101,"142","24","3"
"100636",99999,"154","29","3"
"100636",100101,"60","7","3"
"100636",100103,"66","11","3"
"100636",110301,"161","21","3"
"100636",130101,"53","17","3"
"100636",131319,"41","12","3"
"100636",139999,"5","0","3"
"100636",140801,"18","1","3"
"100636",141001,"617","50","3"
"100636",141401,"12","6","3"
"100636",142301,"29","1","3"
"100636",142601,"28","2","3"
"100636",149999,"112","3","3"
"100636",150399,"236","21","3"
"100636",150599,"26","0","3"
"100636",150701,"35","3","3"
"100636",169999,"158","38","3"
"100636",170101,"24","8","3"
"100636",170103,"10","3","3"
"100636",170201,"7","3","3"
"100636",170206,"12","1","3"
"100636",170208,"1","1","3"
"100636",170211,"17","4","3"
"100636",170308,"4","3","3"
"100636",170309,"22","13","3"
"100636",170405,"1","1","3"
"100636",170406,"1","0","3"
"100636",170503,"15","4","3"
"100636",170507,"21","5","3"
"100636",170512,"2","2","3"
"100636",170602,"9","3","3"
"100636",170705,"4","1","3"
"100636",170814,"5","2","3"
"100636",179999,"36","1","3"
"100636",180701,"115","40","3"
"100636",181025,"18","2","3"
"100636",189999,"14","2","3"
"100636",190501,"33","13","3"
"100636",190502,"7","2","3"
"100636",220103,"21","22","3"
"100636",309999,"99","23","3"
"100636",409999,"115","11","3"
"100636",430105,"479","17","3"
"100636",430109,"69","0","3"
"100636",430203,"93","1","3"
"100636",439999,"78","6","3"
"100636",440101,"28","14","3"
"100636",440799,"27","10","3"
"100636",469999,"46","3","3"
"100636",470103,"55","1","3"
"100636",470104,"31","4","3"
"100636",470199,"132","7","3"
"100636",470299,"58","0","3"
"100636",470401,"595","43","3"
"100636",470604,"31","0","3"
"100636",479999,"1567","99","3"
"100636",480201,"12","1","3"
"100636",480504,"119","3","3"
"100636",490101,"31","4","3"
"100636",490105,"197","29","3"
"100636",500902,"5","1","3"
"100636",990000,"8123","1061","3"
"100654",10102,"9","","5"
"100654",10102,"8","","7"
"100654",20201,"2","","7"
"100654",20301,"1","","5"
"100654",20301,"3","3","7"
"100654",20403,"1","","5"
"100654",29999,"4","3","5"
"100654",29999,"5","2","7"
"100654",40301,"5","","5"
"100654",40301,"3","","7"
"100654",60101,"5","8","5"
"100654",60201,"21","10","5"
"100654",60301,"16","9","5"
"100654",60401,"14","18","5"
"100654",60401,"52","12","7"
"100654",60501,"4","","5"
"100654",60501,"0","5","7"
"100654",61402,"5","8","5"
"100654",70601,"1","11","5"
"100654",100199,"8","10","5"
"100654",110101,"1","","3"
"100654",110101,"30","30","5"
"100654",110101,"21","3","7"
"100654",130101,"1","6","7"
"100654",130403,"","2","7"
"100654",130499,"3","2","7"
"100654",131005,"1","","5"
"100654",131005,"","3","7"
"100654",131006,"","5","5"
"100654",131006,"1","1","7"
"100654",131012,"","13","5"
"100654",131012,"","6","7"
"100654",131099,"","2","5"
"100654",131202,"","7","5"
"100654",131202,"4","31","7"
"100654",131205,"","6","7"
"100654",131301,"16","","7"
"100654",131303,"","2","7"
"100654",131311,"2","","5"
"100654",131311,"","2","7"
"100654",131312,"","2","5"
"100654",131314,"4","1","5"
"100654",131318,"1","1","7"
"100654",139999,"","10","5"
"100654",139999,"2","15","7"
"100654",140801,"14","","5"
"100654",150299,"4","","5"
"100654",150399,"15","4","5"
"100654",150603,"2","","5"
"100654",150603,"14","","7"
"100654",150899,"11","1","5"
"100654",159999,"3","","5"
"100654",190501,"","1","5"
"100654",190999,"","8","5"
"100654",199999,"","2","5"
"100654",260101,"3","","7"
"100654",260701,"3","6","5"
"100654",270101,"1","4","5"
"100654",400501,"2","","5"
"100654",400801,"2","3","5"
"100654",400801,"6","","7"
"100654",420101,"1","2","5"
"100654",420201,"1","3","7"
"100654",420601,"1","","7"
"100654",440701,"1","8","5"
"100654",451001,"13","3","5"
"100654",451101,"1","4","5"
"100654",479999,"5","","5"
"100654",990000,"1","","3"
"100654",990000,"209","193","5"
"100654",990000,"147","105","7"
"100663",60201,"29","59","5"
"100663",60201,"","2","7"
"100663",60301,"39","21","5"
"100663",60401,"33","26","5"
"100663",60401,"27","11","7"
"100663",60501,"3","","5"
"100663",61302,"","1","5"
"100663",61401,"47","39","5"
"100663",90101,"20","19","5"
"100663",110101,"58","30","5"
"100663",110101,"6","2","7"
"100663",110101,"1","","9"
"100663",130101,"1","8","5"
"100663",130401,"6","1","7"
"100663",130401,"6","3","8"
"100663",130401,"1","1","9"
"100663",130501,"","9","7"
"100663",130501,"","3","8"
"100663",130603,"","1","7"
"100663",130801,"","1","7"
"100663",130801,"","1","8"
"100663",131001,"","6","5"
"100663",131001,"6","27","7"
"100663",131202,"2","36","5"
"100663",131202,"4","74","7"
"100663",131202,"","11","8"
"100663",131204,"","36","5"
"100663",131204,"","45","7"
"100663",131204,"","9","8"
"100663",131205,"14","46","5"
"100663",131205,"11","29","7"
"100663",131205,"3","11","8"
"100663",131302,"1","1","5"
"100663",131302,"1","2","7"
"100663",131307,"4","12","5"
"100663",131307,"2","1","7"
"100663",131314,"14","9","5"
"100663",131314,"10","13","7"
"100663",131314,"","1","8"
"100663",131315,"","2","7"
"100663",139999,"4","23","7"
"100663",139999,"3","2","8"
"100663",140501,"5","2","7"
"100663",140501,"2","","9"
"100663",140801,"16","3","5"
"100663",140801,"2","1","7"
"100663",141001,"33","4","5"
"100663",141001,"4","","7"
"100663",141801,"2","6","5"
"100663",141801,"3","1","7"
"100663",141901,"16","3","5"
"100663",141901,"5","","7"
"100663",150401,"15","1","2"
"100663",160501,"","1","5"
"100663",160901,"","4","5"
"100663",160905,"","1","5"
"100663",170101,"","10","2"
"100663",170102,"","6","5"
"100663",170103,"3","2","2"
"100663",170205,"91","29","1"
"100663",170206,"38","3","2"
"100663",170208,"3","7","5"
"100663",170209,"13","33","2"
"100663",170209,"2","2","5"
"100663",170210,"4","12","2"
"100663",170299,"5","3","2"
"100663",170306,"1","2","5"
"100663",170309,"1","17","2"
"100663",170310,"3","3","5"
"100663",170503,"","13","2"
"100663",170506,"","13","2"
"100663",170508,"7","3","5"
"100663",170807,"2","21","5"
"100663",170808,"1","12","2"
"100663",170813,"5","16","7"
"100663",170815,"3","27","2"
"100663",179999,"12","9","5"
"100663",179999,"3","9","7"
"100663",180204,"1","3","7"
"100663",180299,"1","","7"
"100663",180299,"","1","9"
"100663",180401,"4","3","7"
"100663",180401,"37","16","10"
"100663",180499,"1","","7"
"100663",180701,"12","9","7"
"100663",180703,"","11","5"
"100663",181001,"110","38","10"
"100663",181101,"20","164","5"
"100663",181102,"7","8","5"
"100663",181103,"","6","7"
"100663",181103,"","4","9"
"100663",181104,"2","10","7"
"100663",181105,"1","6","7"
"100663",181106,"","6","7"
"100663",181106,"","2","9"
"100663",181107,"","8","7"
"100663",181199,"1","31","7"
"100663",181199,"2","4","9"
"100663",181201,"23","13","10"
"100663",182299,"44","51","7"
"100663",182299,"2","2","9"
"100663",190503,"","18","6"
"100663",200499,"","8","2"
"100663",230101,"11","18","5"
"100663",230101,"4","4","7"
"100663",260101,"28","13","5"
"100663",260101,"","1","7"
"100663",260201,"1","","9"
"100663",260501,"5","2","9"
"100663",260601,"","1","7"
"100663",260601,"1","1","9"
"100663",260609,"1","4","7"
"100663",260704,"3","1","9"
"100663",260705,"1","","9"
"100663",260706,"1","","7"
"100663",270101,"9","1","5"
"100663",270101,"","1","7"
"100663",300101,"19","12","5"
"100663",300401,"2","1","5"
"100663",380101,"4","1","5"
"100663",400501,"5","5","5"
"100663",400501,"3","1","7"
"100663",400501,"1","","9"
"100663",400601,"5","2","5"
"100663",400801,"3","","5"
"100663",400801,"2","","7"
"100663",400801,"1","","9"
"100663",420101,"9","23","5"
"100663",420101,"","4","7"
"100663",420101,"1","1","9"
"100663",430106,"","2","7"
"100663",430199,"32","28","5"
"100663",430199,"1","2","7"
"100663",440401,"7","2","7"
"100663",440701,"2","19","5"
"100663",450201,"","1","5"
"100663",450601,"1","2","5"
"100663",450801,"21","14","5"
"100663",450801,"2","2","7"
"100663",451001,"17","11","5"
"100663",451001,"2","1","7"
"100663",451101,"","10","5"
"100663",451201,"2","","5"
"100663",451201,"","1","7"
"100663",500101,"1","2","5"
"100663",500301,"","1","5"
"100663",500701,"3","10","5"
"100663",500703,"","1","5"
"100663",500901,"2","","5"
"100663",990000,"91","29","1"
"100663",990000,"83","154","2"
"100663",990000,"565","782","5"
"100663",990000,"","18","6"
"100663",990000,"194","431","7"
"100663",990000,"12","41","8"
"100663",990000,"22","19","9"
"100663",990000,"170","67","10"
"100672",470199,"35","6","2"
"100672",470604,"13","","2"
"100672",470607,"63","1","1"
"100672",470607,"77","4","2"
"100672",480508,"5","","2"
"100672",490102,"18","","3"
"100672",990000,"63","1","1"
"100672",990000,"130","10","2"
"100672",990000,"18","","3"
"100690",390201,"9","","5"
"100690",390601,"2","1","2"
"100690",390601,"14","","7"
"100690",390601,"3","","10"
"100690",990000,"2","1","2"
"100690",990000,"9","","5"
"100690",990000,"14","","7"
"100690",990000,"3","","10"
"100706",60201,"4","2","2"
"100706",60201,"14","29","5"
"100706",60301,"12","14","5"
"100706",60401,"15","10","5"
"100706",60402,"3","8","5"
"100706",60499,"2","6","7"
"100706",60501,"1","1","5"
"100706",60501,"1","","7"
"100706",61201,"19","26","5"
"100706",61201,"7","6","7"
"100706",61401,"10","24","5"
"100706",61501,"6","7","7"
"100706",110101,"28","26","5"
"100706",110101,"15","14","7"
"100706",110101,"2","","9"
"100706",130401,"1","","7"
"100706",131202,"","17","5"
"100706",131203,"","2","5"
"100706",131399,"","1","5"
"100706",140701,"7","1","5"
"100706",140801,"3","1","5"
"100706",141001,"129","49","5"
"100706",141001,"19","3","7"
"100706",141001,"2","1","9"
"100706",141701,"5","8","5"
"100706",141701,"9","","7"
"100706",141701,"1","","9"
"100706",141901,"35","11","5"
"100706",141901,"3","1","7"
"100706",141901,"4","","9"
"100706",149999,"","1","7"
"100706",160901,"1","1","5"
"100706",169999,"1","1","5"
"100706",170205,"78","42","1"
"100706",170206,"16","6","2"
"100706",181101,"4","87","5"
"100706",181101,"0","11","7"
"100706",230101,"6","15","5"
"100706",230101,"5","3","7"
"100706",231001,"3","4","5"
"100706",260101,"5","15","5"
"100706",270101,"5","4","5"
"100706",270101,"2","3","7"
"100706",300401,"","1","5"
"100706",310101,"1","","5"
"100706",400501,"3","4","5"
"100706",400501,"3","2","7"
"100706",400801,"2","1","5"
"100706",400801,"8","1","7"
"100706",400801,"3","1","9"
"100706",420101,"1","5","5"
"100706",420701,"","2","7"
"100706",430104,"3","3","5"
"100706",450601,"2","0","5"
"100706",450801,"6","4","5"
"100706",451001,"3","2","5"
"100706",451101,"1","5","5"
"100706",500701,"6","7","5"
"100706",990000,"78","42","1"
"100706",990000,"20","8","2"
"100706",990000,"334","387","5"
"100706",990000,"81","60","7"
"100706",990000,"12","2","9"
"100724",60201,"8","17","5"
"100724",60301,"5","2","5"
"100724",60401,"1","3","3"
"100724",60401,"8","4","5"
"100724",60501,"1","","5"
"100724",61401,"3","4","5"
"100724",70401,"","2","3"
"100724",70401,"5","38","5"
"100724",90401,"12","12","5"
"100724",110101,"25","35","5"
"100724",130401,"4","4","7"
"100724",130501,"","3","7"
"100724",131001,"1","9","7"
"100724",131202,"","1","5"
"100724",131202,"2","25","7"
"100724",131202,"","1","8"
"100724",131204,"","3","5"
"100724",131204,"","4","7"
"100724",131302,"","1","5"
"100724",131304,"1","","7"
"100724",131305,"","1","5"
"100724",131305,"","1","7"
"100724",131311,"2","1","5"
"100724",131312,"","1","5"
"100724",131312,"3","2","7"
"100724",131314,"1","1","5"
"100724",131314,"5","5","7"
"100724",131315,"","5","7"
"100724",131316,"","2","5"
"100724",131316,"1","","7"
"100724",131317,"1","","7"
"100724",170309,"2","6","5"
"100724",200102,"","3","3"
"100724",230101,"3","3","5"
"100724",260101,"2","4","5"
"100724",260101,"1","","7"
"100724",270101,"8","2","5"
"100724",270101,"2","","7"
"100724",310301,"11","5","5"
"100724",400501,"","1","5"
"100724",400801,"1","","5"
"100724",420101,"4","3","5"
"100724",430104,"24","30","5"
"100724",440201,"5","11","5"
"100724",440701,"","13","5"
"100724",449999,"5","17","7"
"100724",451001,"6","1","5"
"100724",451101,"2","3","5"
"100724",500903,"3","","5"
"100724",500903,"1","","7"
"100724",990000,"1","8","3"
"100724",990000,"141","205","5"
"100724",990000,"27","75","7"
"100724",990000,"","1","8"
"100751",40301,"","1","5"
"100751",40501,"1","11","5"
"100751",50102,"1","","5"
"100751",50102,"2","1","7"
"100751",50107,"1","1","5"
"100751",50107,"2","1","7"
"100751",50110,"2","2","5"
"100751",60201,"77","70","5"
"100751",60201,"7","3","7"
"100751",60301,"100","43","5"
"100751",60301,"13","2","7"
"100751",60301,"1","","9"
"100751",60401,"31","16","5"
"100751",60401,"33","13","7"
"100751",60401,"9","2","9"
"100751",60501,"2","3","5"
"100751",60501,"1","","7"
"100751",60801,"9","2","5"
"100751",61302,"11","5","5"
"100751",61399,"1","","5"
"100751",61401,"97","82","5"
"100751",61401,"3","7","7"
"100751",61601,"17","14","5"
"100751",61601,"","3","7"
"100751",61701,"8","1","5"
"100751",61901,"9","7","7"
"100751",70606,"","2","5"
"100751",90201,"40","52","5"
"100751",90201,"","3","7"
"100751",90401,"15","18","5"
"100751",90501,"40","62","5"
"100751",90701,"44","38","5"
"100751",90701,"1","2","7"
"100751",110101,"21","12","5"
"100751",110101,"3","3","7"
"100751",110301,"","1","5"
"100751",130401,"5","7","7"
"100751",130401,"","1","8"
"100751",130401,"2","8","9"
"100751",130406,"","2","7"
"100751",130406,"10","6","9"
"100751",130801,"1","","7"
"100751",130801,"1","1","8"
"100751",130801,"5","4","9"
"100751",131001,"","14","5"
"100751",131001,"5","19","7"
"100751",131001,"1","8","9"
"100751",131101,"1","1","7"
"100751",131101,"1","","9"
"100751",131202,"","45","5"
"100751",131202,"","28","7"
"100751",131202,"","4","9"
"100751",131204,"1","36","5"
"100751",131204,"","27","7"
"100751",131204,"","1","8"
"100751",131205,"4","6","9"
"100751",131302,"1","1","7"
"100751",131303,"","15","5"
"100751",131303,"","1","7"
"100751",131305,"1","5","5"
"100751",131305,"","5","7"
"100751",131306,"","1","5"
"100751",131306,"","1","7"
"100751",131307,"","3","5"
"100751",131308,"","1","5"
"100751",131309,"1","","5"
"100751",131309,"1","","7"
"100751",131310,"1","2","5"
"100751",131310,"","2","7"
"100751",131311,"5","10","5"
"100751",131311,"3","7","7"
"100751",131312,"2","1","5"
"100751",131312,"1","3","7"
"100751",131314,"18","13","5"
"100751",131315,"","4","7"
"100751",131316,"1","4","5"
"100751",131316,"2","3","7"
"100751",131317,"6","8","5"
"100751",131317,"2","","7"
"100751",131318,"","1","5"
"100751",131318,"","1","7"
"100751",131399,"","11","5"
"100751",140201,"20","2","5"
"100751",140201,"1","","7"
"100751",140701,"31","11","5"
"100751",140701,"3","1","7"
"100751",140701,"1","","9"
"100751",140801,"35","11","5"
"100751",140801,"1","2","7"
"100751",140801,"1","","9"
"100751",141001,"78","12","5"
"100751",141001,"7","","7"
"100751",141001,"1","","9"
"100751",141101,"6","","7"
"100751",141101,"3","","9"
"100751",141401,"1","1","7"
"100751",141701,"20","9","5"
"100751",141701,"6","","7"
"100751",141901,"53","10","5"
"100751",141901,"12","","7"
"100751",142001,"2","1","5"
"100751",142001,"2","","7"
"100751",142101,"7","2","5"
"100751",142101,"5","","7"
"100751",142501,"16","2","5"
"100751",149999,"","1","7"
"100751",150201,"9","","5"
"100751",150303,"14","1","5"
"100751",160901,"2","2","5"
"100751",160901,"","1","9"
"100751",170310,"2","5","5"
"100751",170407,"1","4","7"
"100751",180101,"","1","5"
"100751",180101,"","5","7"
"100751",180102,"","6","7"
"100751",180103,"","16","5"
"100751",180701,"11","12","5"
"100751",181101,"13","85","5"
"100751",190101,"","4","5"
"100751",190101,"","1","7"
"100751",190402,"","2","5"
"100751",190501,"1","4","5"
"100751",190501,"","2","7"
"100751",190503,"2","12","5"
"100751",190599,"","2","5"
"100751",190701,"","12","5"
"100751",190701,"","2","7"
"100751",190901,"","46","5"
"100751",190901,"","1","7"
"100751",199999,"","1","5"
"100751",200101,"","1","5"
"100751",200101,"","2","7"
"100751",220101,"99","46","10"
"100751",220102,"9","","5"
"100751",230101,"8","24","5"
"100751",230101,"2","3","7"
"100751",230101,"","1","9"
"100751",230501,"1","4","5"
"100751",230501,"4","4","7"
"100751",231001,"1","1","7"
"100751",240199,"","4","5"
"100751",250101,"10","31","7"
"100751",250101,"1","1","8"
"100751",260101,"11","7","5"
"100751",260101,"2","2","7"
"100751",260101,"2","1","9"
"100751",260201,"4","","5"
"100751",260201,"","1","7"
"100751",260501,"4","5","5"
"100751",260501,"","2","7"
"100751",260607,"1","1","5"
"100751",270101,"6","4","5"
"100751",270101,"1","","7"
"100751",270101,"3","","9"
"100751",270301,"4","4","5"
"100751",270501,"","2","5"
"100751",309999,"55","33","5"
"100751",309999,"","1","9"
"100751",310101,"1","5","5"
"100751",319999,"5","4","7"
"100751",319999,"","2","9"
"100751",380101,"3","","5"
"100751",400501,"5","4","5"
"100751",400501,"1","1","7"
"100751",400501,"5","","9"
"100751",400601,"24","5","5"
"100751",400601,"7","2","7"
"100751",400801,"4","1","5"
"100751",400801,"1","","7"
"100751",400801,"1","","9"
"100751",400899,"","2","5"
"100751",420101,"26","33","5"
"100751",420101,"2","2","7"
"100751",420101,"7","3","9"
"100751",420601,"1","1","7"
"100751",430104,"19","13","5"
"100751",430104,"7","3","7"
"100751",440401,"5","","7"
"100751",440701,"3","24","5"
"100751",440701,"9","44","7"
"100751",440701,"","3","9"
"100751",450201,"1","1","5"
"100751",450201,"","1","7"
"100751",450601,"5","1","5"
"100751",450601,"1","","7"
"100751",450701,"4","1","5"
"100751",450701,"2","1","7"
"100751",450801,"31","8","5"
"100751",450801,"7","1","7"
"100751",450901,"5","4","5"
"100751",451001,"29","14","5"
"100751",451001,"3","2","7"
"100751",451101,"2","3","5"
"100751",451101,"1","","7"
"100751",500501,"1","2","5"
"100751",500501,"5","2","7"
"100751",500701,"8","10","5"
"100751",500701,"2","5","7"
"100751",500703,"","1","5"
"100751",500710,"2","2","7"
"100751",500903,"3","5","5"
"100751",500903,"1","2","7"
"100751",500904,"","1","5"
"100751",500904,"1","","7"
"100751",500904,"1","2","9"
"100751",500999,"2","","5"
"100751",990000,"1149","1098","5"
"100751",990000,"224","302","7"
"100751",990000,"2","4","8"
"100751",990000,"58","52","9"
"100751",990000,"99","46","10"
"100760",60101,"0","8","3"
"100760",70606,"0","2","2"
"100760",70606,"0","3","3"
"100760",110101,"1","0","3"
"100760",110301,"1","0","3"
"100760",170209,"0","1","3"
"100760",170399,"0","1","3"
"100760",170808,"0","1","3"
"100760",179999,"1","0","3"
"100760",240199,"40","62","3"
"100760",430107,"1","0","2"
"100760",430107,"4","0","3"
"100760",990000,"1","2","2"
"100760",990000,"47","76","3"
"100812",60101,"83","78","5"
"100812",60201,"4","19","5"
"100812",69999,"11","5","5"
"100812",70401,"","6","5"
"100812",110101,"14","11","5"
"100812",131011,"","5","5"
"100812",131202,"1","49","5"
"100812",131204,"","15","5"
"100812",131305,"1","1","5"
"100812",131311,"4","10","5"
"100812",131314,"4","4","5"
"100812",131316,"1","6","5"
"100812",131317,"1","2","5"
"100812",131320,"21","3","5"
"100812",139999,"1","7","5"
"100812",189999,"","4","5"
"100812",230101,"1","1","5"
"100812",240101,"13","7","5"
"100812",260101,"3","2","5"
"100812",270101,"13","4","5"
"100812",309999,"1","2","5"
"100812",380201,"3","2","5"
"100812",400801,"2","2","5"
"100812",419999,"12","1","5"
"100812",420101,"11","14","5"
"100812",429999,"","3","5"
"100812",430104,"9","5","5"
"100812",450801,"3","1","5"
"100812",451001,"2","","5"
"100812",451101,"1","2","5"
"100812",509999,"2","2","5"
"100812",990000,"222","273","5"
"100821",70101,"","2","1"
"100821",70601,"","9","1"
"100821",70601,"","21","2"
"100821",70701,"","9","1"
"100821",70801,"1","15","1"
"100821",120402,"16","","2"
"100821",130403,"19","","2"
"100821",200401,"5","","2"
"100821",460102,"4","","2"
"100821",470105,"4","","4"
"100821",470201,"2","","4"
"100821",470603,"5","","4"
"100821",470604,"24","","1"
"100821",470604,"3","","4"
"100821",470606,"3","","2"
"100821",480303,"3","","4"
"100821",480304,"10","","2"
"100821",480508,"16","","2"
"100821",480703,"6","","2"
"100821",990000,"25","35","1"
"100821",990000,"79","21","2"
"100821",990000,"17","","4"
"100830",60101,"77","58","5"
"100830",60101,"31","15","7"
"100830",60201,"18","23","5"
"100830",60301,"13","4","5"
"100830",60401,"15","10","5"
"100830",60501,"1","1","5"
"100830",61401,"14","15","5"
"100830",61601,"4","2","5"
"100830",90101,"3","19","5"
"100830",110401,"14","12","5"
"100830",110401,"2","2","7"
"100830",130101,"0","1","5"
"100830",130101,"0","1","7"
"100830",130101,"1","8","8"
"100830",130401,"1","31","7"
"100830",131006,"2","2","5"
"100830",131006,"0","1","7"
"100830",131011,"0","1","5"
"100830",131011,"0","4","7"
"100830",131101,"2","6","7"
"100830",131202,"2","55","5"
"100830",131202,"0","15","7"
"100830",131202,"0","2","8"
"100830",131205,"6","13","5"
"100830",131205,"1","3","7"
"100830",131314,"6","3","5"
"100830",131315,"0","1","7"
"100830",170309,"2","4","5"
"100830",181101,"5","43","5"
"100830",230101,"1","5","5"
"100830",231001,"0","2","5"
"100830",240101,"13","13","5"
"100830",260101,"5","12","5"
"100830",270101,"3","1","5"
"100830",400101,"4","0","5"
"100830",420101,"11","26","5"
"100830",420101,"8","15","7"
"100830",430103,"10","26","5"
"100830",430103,"8","5","7"
"100830",440401,"19","15","7"
"100830",450801,"4","1","5"
"100830",451001,"3","6","5"
"100830",451001,"15","2","7"
"100830",451101,"3","16","5"
"100830",500799,"2","5","5"
"100830",990000,"241","379","5"
"100830",990000,"87","116","7"
"100830",990000,"1","10","8"
"100858",10103,"12","3","5"
"100858",10103,"1","","7"
"100858",10103,"1","","9"
"100858",10303,"9","","5"
"100858",10303,"34","2","7"
"100858",10303,"5","","9"
"100858",20101,"3","","5"
"100858",20201,"38","13","5"
"100858",20201,"2","","7"
"100858",20209,"7","","5"
"100858",20209,"","2","9"
"100858",20301,"1","1","5"
"100858",20301,"1","","7"
"100858",20402,"7","","5"
"100858",20402,"8","","7"
"100858",20403,"14","5","5"
"100858",20403,"3","","7"
"100858",20408,"2","","5"
"100858",20408,"1","","9"
"100858",20499,"1","","9"
"100858",20501,"","1","9"
"100858",30401,"2","","9"
"100858",30504,"1","","5"
"100858",30506,"20","1","5"
"100858",30506,"6","1","7"
"100858",30506,"1","","9"
"100858",30601,"6","5","5"
"100858",30601,"4","2","7"
"100858",30601,"1","","9"
"100858",40201,"39","14","5"
"100858",40401,"2","1","5"
"100858",40501,"","12","5"
"100858",40601,"8","","5"
"100858",50110,"","1","5"
"100858",60201,"82","82","5"
"100858",60201,"3","4","7"
"100858",60301,"104","49","5"
"100858",60401,"77","39","5"
"100858",60401,"16","4","7"
"100858",60403,"1","","7"
"100858",60499,"","1","5"
"100858",60501,"33","5","5"
"100858",60501,"2","","7"
"100858",60501,"1","","9"
"100858",60601,"","2","7"
"100858",60705,"17","4","5"
"100858",60901,"10","29","5"
"100858",61201,"1","3","7"
"100858",61401,"50","69","5"
"100858",61601,"11","15","5"
"100858",62001,"75","12","5"
"100858",70401,"","17","5"
"100858",80102,"","23","5"
"100858",90401,"15","23","5"
"100858",90701,"10","14","5"
"100858",99999,"21","60","5"
"100858",110101,"17","9","5"
"100858",110101,"2","1","7"
"100858",130301,"","1","7"
"100858",130301,"1","2","9"
"100858",130401,"2","","9"
"100858",130405,"3","3","9"
"100858",130406,"","1","7"
"100858",130406,"3","3","9"
"100858",130501,"","5","7"
"100858",130501,"","1","8"
"100858",130801,"","1","7"
"100858",130801,"","1","8"
"100858",131001,"","2","7"
"100858",131004,"","2","7"
"100858",131005,"","7","5"
"100858",131006,"","3","5"
"100858",131006,"","1","7"
"100858",131011,"","3","7"
"100858",131012,"","19","5"
"100858",131099,"","9","5"
"100858",131101,"10","8","7"
"100858",131101,"2","2","9"
"100858",131201,"19","5","5"
"100858",131201,"1","","7"
"100858",131202,"2","68","5"
"100858",131202,"","8","7"
"100858",131202,"","1","9"
"100858",131204,"","61","5"
"100858",131204,"","11","7"
"100858",131204,"","1","9"
"100858",131299,"1","","7"
"100858",131299,"2","1","9"
"100858",131301,"14","","5"
"100858",131301,"3","","7"
"100858",131303,"","8","5"
"100858",131303,"","3","7"
"100858",131305,"3","11","5"
"100858",131305,"1","2","7"
"100858",131305,"","1","9"
"100858",131306,"1","2","5"
"100858",131307,"1","2","5"
"100858",131307,"","1","9"
"100858",131308,"","8","5"
"100858",131309,"2","","5"
"100858",131309,"2","","7"
"100858",131310,"1","2","5"
"100858",131310,"1","1","7"
"100858",131311,"7","25","5"
"100858",131311,"1","2","7"
"100858",131311,"1","","9"
"100858",131312,"5","3","5"
"100858",131312,"","3","7"
"100858",131312,"","1","8"
"100858",131314,"26","28","5"
"100858",131314,"11","10","7"
"100858",131314,"3","","9"
"100858",131315,"","1","7"
"100858",131315,"","1","9"
"100858",131316,"5","21","5"
"100858",131316,"1","4","7"
"100858",131317,"5","15","5"
"100858",131317,"2","","7"
"100858",131317,"1","1","9"
"100858",140201,"55","4","5"
"100858",140201,"4","1","7"
"100858",140301,"5","","5"
"100858",140301,"4","","7"
"100858",140301,"2","","9"
"100858",140401,"88","7","5"
"100858",140701,"28","3","5"
"100858",140701,"6","","7"
"100858",140701,"5","","9"
"100858",140801,"44","3","5"
"100858",140801,"10","1","7"
"100858",140901,"32","14","5"
"100858",140901,"2","2","7"
"100858",140901,"1","","9"
"100858",141001,"193","25","5"
"100858",141001,"29","4","7"
"100858",141001,"1","","9"
"100858",141701,"34","32","5"
"100858",141701,"1","2","7"
"100858",141701,"5","","9"
"100858",141801,"5","2","5"
"100858",141801,"5","","7"
"100858",141901,"108","10","5"
"100858",141901,"11","1","7"
"100858",141901,"1","","9"
"100858",142801,"3","1","5"
"100858",149999,"53","7","5"
"100858",160501,"1","2","5"
"100858",160599,"","3","5"
"100858",160901,"2","7","5"
"100858",160901,"","4","7"
"100858",160905,"","4","5"
"100858",160905,"2","3","7"
"100858",160999,"6","17","5"
"100858",170310,"","3","5"
"100858",170407,"","6","7"
"100858",170499,"","1","7"
"100858",170499,"1","1","9"
"100858",170899,"1","13","5"
"100858",170899,"1","2","7"
"100858",170899,"1","","9"
"100858",180101,"","2","7"
"100858",180102,"1","7","5"
"100858",180102,"","19","7"
"100858",180701,"4","24","5"
"100858",181101,"3","45","5"
"100858",181401,"29","34","5"
"100858",181401,"1","","7"
"100858",181401,"","3","10"
"100858",182401,"3","","7"
"100858",182401,"1","","9"
"100858",182401,"66","23","10"
"100858",189999,"2","","5"
"100858",190301,"","1","5"
"100858",190401,"","12","5"
"100858",190501,"","6","5"
"100858",190501,"","4","7"
"100858",190503,"","13","5"
"100858",190599,"1","3","5"
"100858",190602,"","15","5"
"100858",190603,"","1","5"
"100858",190701,"","23","5"
"100858",190701,"","1","7"
"100858",190703,"1","1","7"
"100858",190901,"","1","7"
"100858",190904,"","1","7"
"100858",190999,"","8","5"
"100858",230101,"7","28","5"
"100858",230801,"","1","7"
"100858",230801,"","1","9"
